,Short_Name,Full_Name,geometry
4685,B23027m25,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4686,B23027e26,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4687,B23027m26,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4688,B23027e27,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 65 to 69 years: Population 16 years and over -- (Estimate)",
4689,B23027m27,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 65 to 69 years: Population 16 years and over -- (Margin of Error)",
4690,B23027e28,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4691,B23027m28,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4692,B23027e29,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4693,B23027m29,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4694,B23027e30,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4695,B23027m30,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4696,B23027e31,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4697,B23027m31,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4698,B23027e32,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 70 years and over: Population 16 years and over -- (Estimate)",
4699,B23027m32,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 70 years and over: Population 16 years and over -- (Margin of Error)",
4700,B23027e33,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4701,B23027m33,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4702,B23027e34,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4703,B23027m34,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4704,B23027e35,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4705,B23027m35,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4706,B23027e36,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4707,B23027m36,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4708,C24010e1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Total: Civilian employed population 16 years and over -- (Estimate),
4709,C24010m1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Total: Civilian employed population 16 years and over -- (Margin of Error),
4710,C24010e2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Civilian employed population 16 years and over -- (Estimate),
4711,C24010m2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Civilian employed population 16 years and over -- (Margin of Error),
4712,C24010e3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, science, and arts occupations: Civilian employed population 16 years and over -- (Estimate)",
4713,C24010m3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, science, and arts occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4714,C24010e4,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Civilian employed population 16 years and over -- (Estimate)",
4715,C24010m4,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4716,C24010e5,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Management occupations: Civilian employed population 16 years and over -- (Estimate)",
4717,C24010m5,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Management occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4718,C24010e6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Business and financial operations occupations: Civilian employed population 16 years and over -- (Estimate)",
4719,C24010m6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Management, business, and financial occupations: Business and financial operations occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4720,C24010e7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Civilian employed population 16 years and over -- (Estimate)",
4721,C24010m7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4722,C24010e8,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Computer and mathematical occupations: Civilian employed population 16 years and over -- (Estimate)",
4723,C24010m8,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Computer and mathematical occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4724,C24010e9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Architecture and engineering occupations: Civilian employed population 16 years and over -- (Estimate)",
4725,C24010m9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Architecture and engineering occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4726,C24010e10,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Life, physical, and social science occupations: Civilian employed population 16 years and over -- (Estimate)",
4727,C24010m10,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Computer, engineering, and science occupations: Life, physical, and social science occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4728,C24010e11,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Civilian employed population 16 years and over -- (Estimate)",
4729,C24010m11,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4730,C24010e12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Community and social service occupations: Civilian employed population 16 years and over -- (Estimate)",
4731,C24010m12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Community and social service occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4732,C24010e13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Legal occupations: Civilian employed population 16 years and over -- (Estimate)",
4733,C24010m13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Legal occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4734,C24010e14,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations: Civilian employed population 16 years and over -- (Estimate)",
4735,C24010m14,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Educational instruction, and library occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4736,C24010e15,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations: Civilian employed population 16 years and over -- (Estimate)",
4737,C24010m15,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Education, legal, community service, arts, and media occupations: Arts, design, entertainment, sports, and media occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4738,C24010e16,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Civilian employed population 16 years and over -- (Estimate),
4739,C24010m16,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Civilian employed population 16 years and over -- (Margin of Error),
4740,C24010e17,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations: Civilian employed population 16 years and over -- (Estimate),
4741,C24010m17,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Health diagnosing and treating practitioners and other technical occupations: Civilian employed population 16 years and over -- (Margin of Error),
4742,C24010e18,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Health technologists and technicians: Civilian employed population 16 years and over -- (Estimate),
4743,C24010m18,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Healthcare practitioners and technical occupations: Health technologists and technicians: Civilian employed population 16 years and over -- (Margin of Error),
4744,C24010e19,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Civilian employed population 16 years and over -- (Estimate),
4745,C24010m19,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Civilian employed population 16 years and over -- (Margin of Error),
4746,C24010e20,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Healthcare support occupations: Civilian employed population 16 years and over -- (Estimate),
4747,C24010m20,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Healthcare support occupations: Civilian employed population 16 years and over -- (Margin of Error),
4748,C24010e21,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Civilian employed population 16 years and over -- (Estimate),
4749,C24010m21,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Civilian employed population 16 years and over -- (Margin of Error),
4750,C24010e22,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors: Civilian employed population 16 years and over -- (Estimate)",
4751,C24010m22,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Firefighting and prevention, and other protective service workers including supervisors: Civilian employed population 16 years and over -- (Margin of Error)",
4752,C24010e23,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Law enforcement workers including supervisors: Civilian employed population 16 years and over -- (Estimate),
4753,C24010m23,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Law enforcement workers including supervisors: Civilian employed population 16 years and over -- (Margin of Error),
4754,C24010e24,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Food preparation and serving related occupations: Civilian employed population 16 years and over -- (Estimate),
4755,C24010m24,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Food preparation and serving related occupations: Civilian employed population 16 years and over -- (Margin of Error),
4756,C24010e25,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Building and grounds cleaning and maintenance occupations: Civilian employed population 16 years and over -- (Estimate),
4757,C24010m25,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Building and grounds cleaning and maintenance occupations: Civilian employed population 16 years and over -- (Margin of Error),
4758,C24010e26,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Personal care and service occupations: Civilian employed population 16 years and over -- (Estimate),
4759,C24010m26,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Protective service occupations: Personal care and service occupations: Civilian employed population 16 years and over -- (Margin of Error),
4760,C24010e27,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Civilian employed population 16 years and over -- (Estimate),
4761,C24010m27,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Civilian employed population 16 years and over -- (Margin of Error),
4762,C24010e28,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Sales and related occupations: Civilian employed population 16 years and over -- (Estimate),
4763,C24010m28,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Sales and related occupations: Civilian employed population 16 years and over -- (Margin of Error),
4764,C24010e29,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Office and administrative support occupations: Civilian employed population 16 years and over -- (Estimate),
4765,C24010m29,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Sales and office occupations: Office and administrative support occupations: Civilian employed population 16 years and over -- (Margin of Error),
4766,C24010e30,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Civilian employed population 16 years and over -- (Estimate)",
4767,C24010m30,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4768,C24010e31,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations: Civilian employed population 16 years and over -- (Estimate)",
4769,C24010m31,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Farming, fishing, and forestry occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4770,C24010e32,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Construction and extraction occupations: Civilian employed population 16 years and over -- (Estimate)",
4771,C24010m32,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Construction and extraction occupations: Civilian employed population 16 years and over -- (Margin of Error)",
4772,C24010e33,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations: Civilian employed population 16 years and over -- (Estimate)",
4773,C24010m33,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Natural resources, construction, and maintenance occupations: Installation, maintenance, and repair occupations: Civilian employed population 16 years and over -- (Margin of Error)",
